year,month,day,country,category,color,position,photo,price,page,time,model,order
2008,4,9,29,1,2,1,1,62,3,12.6197020883125,A37,7
2008,7,21,29,1,4,6,1,38,1,8.81872314760192,A18,2
2008,4,2,29,1,14,6,2,33,2,8.84371166857116,A35,11
2008,8,3,29,3,5,2,2,52,4,36.3651211143336,C59,7
2008,6,4,29,2,2,4,1,67,1,9.69525383448272,B10,5
2008,4,10,29,3,13,2,1,28,3,10.0789509365813,C41,5
2008,7,17,29,4,14,2,1,28,4,3.10415913962903,P60,1
2008,7,17,29,2,6,6,2,38,1,8.09139661871914,B17,12
2008,4,14,44,2,12,6,1,52,1,16.7882772516594,B16,2
2008,4,28,16,3,12,1,1,43,1,7.01064710171821,C2,3
2008,5,19,29,3,7,4,1,33,1,6.51405275055638,C11,3
2008,8,4,9,1,3,1,1,43,1,12.2781800821671,A2,27
2008,6,19,29,2,2,4,1,43,1,10.0202425553685,B11,3
2008,7,10,29,3,5,1,2,33,4,6.75112888924548,C57,2
2008,4,19,29,4,2,6,2,38,1,19.6140114409173,P17,12
2008,7,2,29,3,9,5,1,23,1,6.62423569718166,C14,2
2008,7,26,29,3,13,6,1,28,1,4.36873802487037,C16,2
2008,7,23,29,2,2,6,1,48,2,12.671292479092,B34,3
2008,6,1,29,3,2,3,2,48,1,4.15073873122543,C8,3
2008,7,14,29,4,4,1,1,33,2,8.39228740615183,P21,9
2008,7,24,29,4,2,2,1,43,1,6.65984367148233,P6,1
2008,6,7,29,2,12,1,1,67,2,7.43940393749497,B21,4
2008,4,22,29,4,3,1,1,38,1,6.75158624101225,P1,7
2008,6,14,29,2,4,1,1,57,1,3.83631068736541,B1,2
2008,6,28,29,3,12,1,1,43,1,6.12441399158202,C2,6
2008,4,1,24,1,1,5,1,38,2,41.8501747060856,A33,22
2008,7,21,29,2,9,5,1,38,1,11.9774650375805,B15,2
2008,7,20,29,1,2,5,1,38,2,13.9284892627775,A32,13
2008,4,5,29,3,13,2,1,28,3,12.3614228985351,C41,4
2008,4,2,29,2,2,5,1,62,1,8.21808319870166,B14,1
2008,4,10,24,4,6,6,2,38,4,20.240742008851,P70,29
2008,5,8,29,4,4,4,1,33,1,10.6982603896762,P12,2
2008,7,6,29,3,9,5,1,23,1,6.34415880821478,C14,3
2008,7,15,29,2,2,3,1,57,2,8.73433868574885,B27,3
2008,7,8,29,2,13,3,1,57,2,9.89886101816742,B26,3
2008,7,24,29,3,3,2,1,43,2,10.7274926196755,C23,2
2008,5,9,29,3,5,2,2,52,4,12.8592418156126,C59,4
2008,4,13,29,1,14,5,2,33,1,10.6025689701627,A15,1
2008,7,29,27,1,2,4,1,38,1,10.7941664907387,A12,5
2008,6,24,29,1,3,3,1,55,2,24.9797795172273,A27,16
2008,4,15,29,4,9,4,2,33,3,12.6861912068239,P48,9
2008,6,26,29,4,6,5,2,33,3,14.5753960713631,P50,6
2008,4,5,29,4,3,1,1,38,1,12.4441349704851,P1,7
2008,4,1,29,2,10,2,1,52,1,12.3981394143435,B4,11
2008,4,10,29,4,4,2,1,38,1,6.0002869255603,P4,2
2008,8,10,29,4,6,4,2,48,5,13.848898474656,P82,3
2008,5,21,29,4,3,1,1,38,1,7.42248012316808,P1,3
2008,6,6,29,4,4,2,1,43,3,8.49562261221969,P40,7
2008,5,21,29,4,2,3,1,28,1,4.59282264920024,P8,1
2008,7,16,29,3,4,5,2,26,3,8.58780439891037,C49,4
2008,7,21,29,4,3,5,2,43,2,8.0015938858851,P32,4
2008,7,15,29,4,2,6,2,38,1,10.0694613429257,P17,4
2008,5,16,29,1,6,5,2,62,2,19.2491204569355,A31,33
2008,8,10,29,1,3,3,1,43,1,6.47865029950154,A7,1
2008,4,14,29,1,3,3,1,62,1,7.85569704253641,A8,3
2008,7,11,9,2,11,2,1,57,2,14.1905603022591,B24,24
2008,6,2,29,1,6,1,1,62,3,8.8753489338154,A38,7
2008,5,5,29,2,11,2,1,57,2,5.88285356379726,B24,1
2008,7,3,29,2,7,2,1,38,2,10.2927655958871,B23,1
2008,5,12,29,3,13,1,1,48,4,16.8274485032061,C55,10
2008,5,18,29,1,4,2,2,38,3,11.447065293151,A40,3
2008,7,10,29,2,6,3,1,38,1,16.1893677485127,B7,18
2008,8,4,29,1,2,6,1,62,1,7.56226542961538,A17,1
2008,5,28,29,4,14,4,1,28,3,16.1609041963348,P46,7
2008,4,3,29,3,11,3,1,48,2,4.75300836742138,C27,2
2008,4,2,29,3,14,6,1,38,3,3.97038825516281,C53,5
2008,7,14,29,2,14,2,2,52,1,6.73528884636317,B5,2
2008,8,6,29,3,6,3,1,48,1,6.66842391492422,C9,5
2008,5,8,46,2,7,2,1,38,2,9.48363545437278,B23,6
2008,7,19,29,3,9,4,2,28,1,8.86541715573192,C10,2
2008,6,26,29,3,5,2,2,52,4,21.9403056764542,C59,8
2008,7,7,29,3,6,5,1,33,1,8.22809545245568,C15,1
2008,7,2,29,4,4,2,1,38,1,8.46413643803482,P4,5
2008,5,28,29,1,14,5,2,33,1,9.31443385795658,A15,7
2008,4,20,46,3,5,2,2,52,4,8.61601977277677,C59,4
2008,4,29,29,1,1,5,1,28,1,8.73757213365935,A13,1
2008,5,10,29,3,9,5,1,48,1,7.88385810114945,C13,2
2008,7,28,29,2,14,2,2,52,1,6.58225885433223,B5,2
2008,5,14,9,3,14,2,2,48,4,17.7148906860179,C58,14
2008,5,28,16,3,13,1,1,48,4,14.7319284678207,C55,10
2008,5,26,29,1,3,3,1,43,1,7.25182930214092,A7,4
2008,5,5,29,4,4,3,2,43,5,34.6196811159301,P81,26
2008,6,9,29,2,6,3,1,38,2,13.1915077178696,B25,6
2008,7,31,29,1,1,6,1,33,1,31.4437167883111,A16,22
2008,8,8,29,2,11,2,1,57,2,9.17863809871116,B24,2
2008,7,27,29,4,4,3,2,43,5,8.95722441231449,P81,6
2008,6,28,29,2,6,5,1,38,2,14.0512631920687,B32,6
2008,4,11,29,1,3,2,2,38,1,12.772612894231,A4,14
2008,7,16,29,3,14,2,2,48,4,24.3932533374321,C58,18
2008,7,8,29,2,14,2,2,52,1,20.3157034156498,B5,1
2008,7,14,29,3,9,5,1,48,1,8.33009897182986,C13,2
2008,7,10,29,1,2,2,1,48,2,10.7022943298289,A24,3
2008,7,12,29,3,14,6,1,43,2,9.77612216418765,C36,14
2008,5,25,29,1,14,5,2,33,1,11.1778735794271,A15,2
2008,8,3,24,1,6,5,2,62,2,6.21945326601383,A31,2
2008,6,12,29,4,4,4,2,38,1,11.5932596878175,P11,13
2008,5,21,29,2,2,4,1,43,1,2.0926811069437,B11,1
2008,8,6,29,3,5,1,2,33,4,12.9705276889879,C57,2
2008,5,20,29,4,4,2,1,38,1,8.83845420619161,P4,5
2008,4,2,29,3,14,3,1,28,2,8.57773214516598,C26,1
2008,7,14,9,3,11,2,1,48,1,9.10778935240196,C5,11
2008,6,18,29,1,3,1,1,43,1,3.70828701410745,A2,2
2008,4,26,29,1,1,5,1,38,2,9.29199477215764,A33,4
2008,6,14,9,3,9,5,2,20,3,19.1579624284743,C50,9
2008,5,7,29,4,4,4,1,33,1,9.63229000788352,P12,6
2008,5,16,29,3,14,6,1,57,3,21.7265873330295,C54,6
2008,4,14,46,3,4,2,1,48,1,4.11461741178137,C4,1
2008,4,30,29,1,3,2,1,43,1,3.2247418514358,A5,1
2008,5,30,29,3,2,3,2,48,1,5.53327251428516,C8,1
2008,4,30,29,3,7,6,1,48,2,9.65891210223256,C34,12
2008,6,20,9,2,2,5,1,62,1,6.25676100669351,B14,6
2008,4,4,29,4,3,1,1,38,1,9.21467618648631,P1,2
2008,8,7,29,3,9,4,2,28,1,6.81773274137824,C10,3
2008,6,18,29,2,7,2,1,38,2,13.6378131616556,B23,11
2008,4,17,29,4,4,5,1,38,1,20.4030821095693,P13,4
2008,4,19,29,4,7,6,1,33,1,8.82059011368723,P16,1
2008,4,18,9,3,9,5,2,20,3,7.2125845141027,C50,4
2008,5,22,29,1,1,5,1,38,2,20.9530747278126,A33,22
2008,5,29,29,2,9,5,1,57,2,5.31125576185985,B31,5
2008,7,4,29,4,2,1,1,48,1,43.7823489124036,P3,33
2008,7,3,29,3,13,3,1,48,1,6.78445396638086,C7,1
2008,7,17,29,3,13,3,1,48,1,2.94894737978084,C7,1
2008,7,21,29,3,6,4,1,28,3,18.8049029633465,C48,1
2008,7,13,29,4,14,5,1,33,3,14.1252617664975,P49,6
2008,6,27,29,2,2,4,1,67,1,10.8626634871674,B10,6
2008,5,6,29,2,6,3,1,38,1,6.92426065142519,B7,1
2008,5,23,29,4,9,4,2,33,3,11.3163336220821,P48,6
2008,5,11,29,4,4,3,2,23,1,5.32313416813536,P9,3
2008,7,10,29,1,2,3,1,38,2,12.4049091190502,A26,8
2008,6,5,29,3,6,3,1,48,1,5.46681570536667,C9,1
2008,6,15,29,1,1,4,2,43,2,10.7412354675971,A28,7
2008,4,14,29,4,7,6,1,33,1,12.8951624668611,P16,11
2008,7,18,29,1,14,5,2,33,1,8.00799016073877,A15,5
2008,5,21,29,2,9,5,1,38,1,5.61933232976722,B15,3
2008,6,23,29,2,2,2,1,67,2,7.86983978655243,B22,2
2008,7,8,46,4,2,2,1,43,1,9.45935240918548,P6,1
2008,6,25,29,3,11,2,1,48,1,26.8126406202912,C5,23
2008,5,6,46,1,14,5,2,33,1,13.999305659529,A15,2
2008,5,4,9,3,12,1,1,43,1,3.4810761815075,C2,1
2008,8,9,29,1,6,5,2,62,2,7.65481443470891,A31,3
2008,7,25,29,4,2,3,1,28,1,10.8863200990794,P8,2
2008,7,10,29,1,3,3,1,82,1,4.34764425545822,A9,1
2008,6,25,29,1,6,2,2,33,2,16.1448388347079,A23,7
2008,5,22,9,3,2,3,2,48,1,13.7211358647263,C8,3
2008,5,9,29,3,2,4,1,48,3,9.6678548161663,C46,3
2008,4,18,29,3,9,5,2,20,3,12.209135584913,C50,7
2008,4,21,29,4,2,1,1,48,1,18.7597806690785,P3,9
2008,5,23,9,1,3,3,1,82,1,6.77637459175227,A9,16
2008,7,17,29,1,3,2,1,43,1,4.44123129051975,A5,4
2008,6,23,29,2,9,5,1,57,2,6.35073119185675,B31,2
2008,5,9,29,4,4,1,1,33,2,5.64670267623768,P21,2
2008,4,29,9,1,3,2,2,38,1,22.7725397152507,A4,25
2008,6,12,29,3,12,1,1,48,2,4.94388390243911,C19,2
2008,4,2,29,1,14,5,2,33,1,10.5357088759597,A15,8
2008,5,29,24,4,2,5,2,38,1,7.31880931171441,P14,5
2008,5,9,29,3,14,2,2,28,3,5.74177090980171,C40,1
2008,7,19,29,4,2,3,1,28,1,6.79568051439244,P8,4
2008,6,9,29,3,11,2,1,48,1,2.6153165206222,C5,1
2008,7,11,29,1,3,2,1,43,1,4.04090083032897,A5,1
2008,7,16,29,4,3,1,1,38,1,8.62584796841012,P1,7
2008,8,8,29,1,3,1,1,43,1,9.56017770647141,A2,3
2008,7,20,29,1,14,5,2,33,1,16.2655724036797,A15,17
2008,4,4,29,1,3,2,1,43,1,6.82179369570045,A6,1
2008,5,21,29,3,14,5,1,48,2,9.43783662430321,C33,1
2008,4,8,29,4,2,2,1,43,1,9.21776229577628,P6,6
2008,7,12,29,2,4,3,2,52,1,3.87405952048515,B8,3
2008,6,20,29,2,2,4,1,43,1,4.81649825736312,B11,3
2008,4,5,46,1,3,1,1,43,1,10.1791643945949,A2,1
2008,4,22,29,1,2,4,1,38,1,4.18154035591356,A12,2
2008,8,11,29,4,7,2,1,43,5,18.1284502970782,P77,6
2008,5,3,29,2,4,3,2,52,1,7.37902823883311,B8,2
2008,7,3,29,4,3,1,1,38,1,8.82598476552469,P1,1
2008,4,1,29,4,4,5,1,38,1,6.2998376210771,P13,2
2008,7,20,29,2,12,1,1,52,1,25.8659492103409,B3,17
2008,5,15,29,2,1,3,1,48,1,2.52328773725674,B9,2
2008,4,15,29,2,4,3,2,52,1,9.50983392158789,B8,2
2008,5,25,29,4,6,6,2,38,4,18.0860899181077,P70,18
2008,5,22,29,3,9,5,1,23,1,12.4168840502388,C14,3
2008,5,10,29,2,12,5,2,62,1,7.12297947305059,B13,1
2008,7,29,29,3,9,6,1,48,1,5.23794792973734,C18,2
2008,6,6,29,4,14,2,2,48,5,13.7548509309864,P78,7
2008,5,29,29,3,4,1,2,28,1,6.25526562255577,C1,1
2008,6,18,29,4,11,3,2,28,3,8.39415243611287,P44,5
2008,4,11,29,2,6,5,1,38,2,13.4768478287661,B32,1
2008,6,27,29,2,6,5,1,38,2,5.05443273159324,B32,2
2008,7,4,29,4,6,5,2,33,3,14.9536223820731,P50,6
2008,5,20,29,1,4,6,1,38,1,13.1586667707868,A18,3
2008,7,29,29,2,2,4,1,67,1,6.98964784377035,B10,1
2008,7,12,29,4,2,1,1,43,3,25.0189028958962,P37,21
2008,4,3,29,3,7,6,1,48,2,7.26785225621005,C34,5
2008,6,17,29,2,9,5,1,38,1,3.13218625029407,B15,2
2008,4,10,29,4,9,4,2,43,4,3.75473141117744,P65,2
2008,4,29,29,1,6,5,2,62,2,5.07322970592674,A31,3
2008,5,22,29,3,14,5,1,48,2,3.86066653183213,C33,3
2008,7,24,29,3,12,1,1,43,1,17.0576424618553,C2,16
2008,4,1,28,1,3,3,1,62,1,7.32888512298264,A8,4
2008,8,11,41,1,3,3,1,43,1,8.46445762823131,A7,2
2008,5,24,21,4,3,1,1,38,1,9.38802935462179,P1,4
2008,6,13,29,2,12,1,1,67,2,11.9804921347434,B21,1
2008,4,17,29,2,11,2,1,57,2,3.5895136072064,B24,1
2008,5,5,9,3,6,5,1,20,3,11.9033138594968,C51,10
2008,5,31,29,4,7,6,1,33,1,8.17961436181871,P16,5
2008,6,1,29,3,14,2,2,28,3,5.14072397398953,C40,3
2008,8,12,29,3,5,1,2,33,4,50.8615545019578,C57,16
2008,6,15,29,1,2,5,1,38,2,5.13266958851069,A32,2
2008,6,2,29,4,6,2,2,28,2,22.2760298072462,P23,16
2008,8,12,12,1,3,2,2,38,1,10.0590973660928,A4,3
2008,7,23,29,4,2,2,2,43,5,14.0591821114744,P76,7
2008,4,18,29,3,14,4,1,43,1,25.4718495776422,C12,18
2008,6,10,29,3,14,2,2,48,4,27.7575481635159,C58,30
2008,4,27,29,2,9,5,1,38,1,5.81662626560089,B15,1
2008,4,11,9,3,9,6,1,48,1,18.3594812196102,C18,3
2008,4,2,29,3,6,4,2,52,2,5.39662965734597,C29,10
2008,8,4,29,4,9,2,2,43,3,5.91641670996344,P41,1
2008,4,26,29,3,12,1,1,43,1,16.5087805477684,C2,4
2008,4,12,29,3,9,5,2,20,3,9.81160784491691,C50,14
2008,5,13,29,2,11,2,1,57,2,9.22823359737082,B24,2
2008,6,27,29,2,6,5,1,38,2,6.69962359900686,B32,1
2008,6,17,29,1,4,2,1,43,3,9.90961216943623,A41,7
2008,6,30,29,3,6,1,2,57,4,11.7455930655287,C56,9
2008,7,4,12,1,14,5,2,33,1,3.73340631449181,A15,1
2008,7,29,29,2,12,5,2,62,1,8.76934416332823,B13,1
2008,7,9,29,2,10,2,1,52,1,5.40405438391668,B4,1
2008,4,2,9,1,6,1,1,62,3,9.68645085151806,A38,4
2008,4,8,29,3,12,2,1,33,2,6.84683927925216,C24,20
2008,6,24,29,1,1,6,1,33,2,6.25792590051983,A36,4
2008,6,22,29,3,6,3,1,48,1,11.9112456683992,C9,9
2008,4,15,29,1,4,2,1,43,3,16.653767963799,A41,4
2008,8,9,29,3,6,1,2,57,4,6.49810695407895,C56,2
2008,4,28,29,3,9,5,1,48,1,6.41870206649669,C13,4
2008,7,8,29,3,6,5,1,20,3,5.53412257364312,C51,3
2008,5,7,29,4,14,1,2,33,4,9.33539263302624,P55,2
2008,6,2,24,1,4,2,1,43,3,7.61996213157578,A41,6
2008,6,22,29,2,11,2,1,57,2,4.90998240919897,B24,1
2008,6,20,29,1,2,4,1,38,1,7.69185515776508,A12,4
2008,8,8,29,1,3,1,1,43,1,9.31737603764456,A2,1
2008,6,7,9,1,3,4,1,62,1,10.1844552023116,A11,11
2008,8,12,29,2,11,2,1,57,2,9.64692152470513,B24,6
2008,4,5,44,3,12,5,1,33,2,8.84624603240269,C31,3
2008,6,17,29,4,14,1,2,33,4,5.12724711852757,P55,1
2008,8,6,29,1,3,2,1,43,1,6.90796602605825,A6,4
2008,7,31,29,3,14,6,1,57,3,11.9041822476607,C54,10
2008,6,25,29,4,6,4,2,48,5,6.56982552580468,P82,5
2008,4,17,29,2,12,6,1,52,1,7.58963648606954,B16,3
2008,4,1,29,3,6,2,1,33,1,6.65368967694326,C6,1
2008,4,11,24,4,4,5,2,38,1,12.1570158349152,P15,5
2008,6,7,29,3,12,5,1,33,2,28.7779185169938,C31,18
2008,6,25,29,3,6,3,1,48,1,5.16314357983566,C9,4
2008,6,20,29,3,12,1,1,43,1,5.24444333584288,C2,1
2008,5,14,29,4,2,2,2,43,5,16.0328318152664,P76,8
2008,7,30,9,1,1,5,1,28,1,29.7352398132938,A13,1
2008,6,19,29,4,2,1,1,33,4,10.6840177507876,P56,6
2008,7,3,29,4,6,4,2,48,5,13.3894357382696,P82,4
2008,4,10,29,3,9,6,1,48,1,12.8699021014257,C18,3
2008,5,5,29,1,3,4,1,62,1,9.11843764999811,A11,2
2008,7,2,29,2,6,5,1,38,2,23.058390907152,B32,12
2008,6,19,29,3,11,2,1,48,1,8.56660458041377,C5,1
2008,7,9,29,2,12,5,2,62,1,2.64546259871988,B13,3
2008,5,20,29,4,3,1,1,38,1,5.5055728024455,P1,8
2008,5,29,29,4,2,5,2,38,1,6.07698733187416,P14,2
2008,6,11,29,4,7,2,1,43,5,17.4105221998569,P77,4
2008,4,27,29,3,6,1,1,77,3,8.34160847188042,C39,5
2008,7,23,29,3,4,2,1,48,1,4.17131716868146,C4,1
2008,7,9,29,4,9,5,1,28,3,12.4472502038339,P51,6
2008,6,16,29,1,4,2,1,43,3,15.1634527598962,A41,4
2008,6,17,29,4,3,1,1,38,1,7.7844068793519,P1,8
2008,7,13,29,4,14,5,1,33,3,16.4676584003389,P49,11
2008,7,15,9,3,12,2,1,33,2,6.31243645639481,C24,3
2008,6,11,29,2,2,6,1,48,2,9.40943880892173,B34,2
2008,5,27,29,1,4,2,1,43,3,11.0450434644149,A41,7
2008,6,29,29,1,3,1,1,43,1,6.96754866953785,A2,4
2008,6,19,29,1,3,3,1,82,1,5.40027511411558,A9,2
2008,4,9,24,1,3,3,1,82,1,16.26965199191,A9,32
2008,5,19,29,2,10,2,1,52,1,5.82999280970009,B4,2
2008,4,21,29,4,4,4,1,33,1,3.33328571856488,P12,1
2008,7,31,29,3,9,4,2,28,1,9.18648817851825,C10,2
2008,5,10,29,3,13,6,1,28,1,16.8986014908472,C16,3
2008,5,3,29,2,2,4,1,43,1,2.61783831113103,B11,1
2008,6,9,9,2,11,2,1,57,2,9.78853262109885,B24,2
2008,8,12,29,3,9,5,2,20,3,14.3604985166847,C50,12
2008,6,3,29,2,13,1,1,38,2,18.8092173685272,B19,6
2008,6,12,29,2,9,5,1,38,1,12.0985011885679,B15,1
2008,5,28,29,2,9,5,1,57,2,10.2002211712387,B31,6
2008,5,14,29,4,3,1,1,38,1,10.2092061437637,P1,2
2008,7,2,29,3,13,3,1,48,1,6.7336367777699,C7,2
2008,8,8,29,2,10,2,1,52,1,12.0864946074602,B4,1
2008,4,27,29,4,7,1,1,23,2,4.53870341082126,P20,1
2008,4,12,29,1,3,3,1,82,1,3.22444696767484,A9,1
2008,5,20,29,4,6,5,2,33,3,12.8365636612481,P50,6
2008,7,12,46,2,4,1,1,57,1,13.0432587967832,B1,5
2008,5,25,29,3,13,2,1,28,3,10.6264137772426,C41,6
2008,7,4,29,2,9,4,1,57,2,21.2898722144066,B30,23
2008,4,8,9,1,2,4,1,38,1,10.5142915408711,A12,5
2008,6,4,12,2,4,3,2,52,1,5.38217680233544,B8,4
2008,4,25,29,3,7,2,1,28,3,5.16867089760445,C42,3
2008,7,9,29,3,6,1,2,57,4,4.61090031113244,C56,2
2008,4,16,29,3,14,2,2,28,3,11.5304244684419,C40,5
2008,8,8,29,4,7,1,1,33,5,16.4024838400511,P75,14
2008,5,14,29,3,4,1,2,28,1,6.59751101615263,C1,2
2008,6,20,29,3,6,3,1,48,1,5.60442856290502,C9,1
2008,5,21,29,3,6,1,2,57,4,5.21997996047163,C56,2
2008,4,16,34,1,14,5,2,33,1,5.00546707299526,A15,3
2008,8,3,29,2,12,1,1,52,1,19.6316619964306,B3,12
2008,4,7,10,2,2,4,1,67,1,7.10961011667014,B10,1
2008,5,28,24,4,4,4,1,33,1,11.3112961906631,P12,17
2008,7,31,29,3,2,4,1,48,3,8.92744255261528,C46,3
2008,4,25,29,2,12,1,1,67,2,9.24774773844935,B21,3
2008,4,19,29,4,2,6,2,38,1,19.253494254862,P17,19
2008,7,7,29,3,14,2,2,28,3,12.9911681780665,C40,9
2008,6,6,29,2,6,3,1,38,1,6.23638895460688,B7,2
2008,5,2,29,3,7,4,1,33,1,13.4065106173773,C11,10
2008,5,20,29,4,3,1,1,38,1,4.36925759837992,P1,2
2008,4,26,29,3,3,2,1,43,2,6.43547693232964,C23,2
2008,7,27,29,1,2,6,1,62,1,15.6590326971506,A17,9
2008,5,5,29,2,9,4,1,57,2,4.85250868946456,B30,2
2008,7,28,29,3,2,3,2,48,1,5.59349907969651,C8,4
2008,4,4,24,2,12,1,1,52,1,3.40816843023,B3,2
2008,4,4,29,4,4,5,2,38,1,7.1319578118267,P15,7
2008,6,28,44,3,4,1,2,28,1,6.12924147987806,C1,2
2008,6,19,29,4,2,3,2,43,2,14.0193085514218,P25,16
2008,6,28,29,2,10,2,1,52,1,6.70605926499351,B4,1
2008,6,30,29,3,5,2,2,52,4,23.2493468020096,C59,6
2008,5,27,29,3,13,4,2,18,3,22.518461418667,C47,17
2008,6,9,29,3,14,1,1,57,2,6.13811155085091,C21,1
2008,4,8,9,3,12,1,1,43,1,7.27980283436516,C2,5
2008,5,8,29,2,12,5,2,62,1,5.24507526826249,B13,2
2008,7,5,29,4,9,5,1,43,2,12.9221831730647,P33,8
2008,4,25,29,4,9,5,1,28,3,19.1570222791749,P51,17
2008,8,7,29,2,4,1,1,57,1,13.2043302956063,B1,11
2008,7,14,29,1,3,2,1,43,1,9.47338190808141,A5,6
2008,7,10,29,1,3,2,1,43,1,7.90540762720867,A6,1
2008,4,10,29,2,12,1,1,52,1,3.77015226491153,B3,1
2008,6,13,29,2,13,1,1,38,2,8.71271128335071,B19,4
2008,4,26,29,2,9,5,1,38,1,9.27615458280626,B15,3
2008,5,11,29,2,9,5,1,57,2,9.61995627308059,B31,5
2008,5,6,29,2,12,1,1,67,2,7.32554607378293,B21,3
2008,8,1,29,3,2,4,1,48,3,7.87485777928683,C46,4
2008,4,22,29,4,3,1,1,38,1,7.57416999528154,P1,3
2008,8,9,29,2,6,5,1,38,2,8.86393497887564,B32,9
2008,4,21,29,4,3,1,1,28,1,6.87938019717507,P2,8
2008,6,2,29,3,13,2,1,28,3,5.88175889586941,C41,1
2008,4,29,9,3,6,1,2,57,4,20.589044903049,C56,6
2008,7,6,29,3,12,1,1,48,2,4.21076162696921,C19,1
2008,7,12,29,1,3,2,1,43,1,10.1434004432348,A6,1
2008,5,5,29,4,3,1,1,38,1,25.1755450614862,P1,22
2008,4,20,29,1,3,2,1,43,1,6.51892366362752,A5,14
2008,5,2,29,4,4,5,1,38,1,7.11921558990183,P13,3
2008,4,22,29,1,1,5,1,28,1,9.80174490271774,A13,1
2008,4,24,29,2,11,2,1,57,2,9.54773097307187,B24,6
2008,4,24,29,2,13,3,1,57,2,10.3501901738076,B26,9
2008,5,27,29,1,14,5,2,33,1,5.96098006145284,A15,1
2008,6,15,29,3,2,3,2,48,1,4.10456939267187,C8,2
2008,7,22,29,4,6,6,2,38,4,23.5574334772403,P70,16
2008,4,29,46,3,6,2,1,33,1,6.94234464156723,C6,1
2008,7,13,29,2,6,5,1,38,2,5.61577727627375,B32,1
2008,4,10,29,1,3,2,2,38,1,6.29142280907268,A4,1
2008,6,7,29,2,9,4,1,57,2,8.77495412377613,B30,1
2008,7,4,24,1,3,3,1,62,1,8.3575051909128,A8,1
2008,4,17,29,2,10,2,1,52,1,14.825948469608,B4,13
2008,8,4,28,2,4,1,1,57,1,13.6094989443516,B1,11
2008,6,27,29,4,9,4,2,43,4,18.2002374274582,P65,14
2008,5,20,46,2,12,6,1,52,1,3.94073167333491,B16,2
2008,7,25,29,2,1,3,1,48,1,4.00292651074586,B9,3
2008,6,9,29,4,4,4,2,38,1,11.149109482144,P11,3
2008,5,26,29,4,3,1,1,38,1,6.57094824435067,P1,2
2008,5,27,29,4,2,5,2,43,4,6.72490151564708,P68,2
2008,8,4,29,1,8,1,1,28,1,6.02429167030908,A1,2
2008,5,5,29,4,6,6,2,38,4,7.39253464848227,P70,1
2008,5,18,29,2,9,4,1,57,2,4.86932907763072,B30,1
2008,8,7,29,2,13,3,1,57,2,11.4914312059199,B26,1
2008,7,28,29,1,6,2,1,28,3,7.29431351438022,A42,3
2008,4,25,9,1,1,6,1,33,1,9.42279021457702,A16,4
2008,7,22,29,4,6,4,2,48,5,16.1078444055586,P82,5
2008,4,5,29,2,2,3,1,57,2,8.96561111100901,B27,4
2008,4,11,29,3,13,2,1,28,3,5.58643925717524,C41,8
2008,8,11,29,3,6,1,2,57,4,5.96521419707447,C56,6
2008,5,16,29,1,6,2,1,28,3,19.7445276276109,A42,13
2008,4,2,29,2,9,5,1,38,1,19.818840051576,B15,15
2008,5,16,29,1,3,3,1,82,1,16.825437166054,A9,50
2008,4,3,29,2,10,2,1,52,1,5.12966039538834,B4,3
2008,8,4,29,3,7,4,1,33,1,47.5568890912071,C11,37
2008,4,23,29,2,4,3,2,52,1,8.79523156328841,B8,7
2008,6,17,12,3,11,2,1,48,1,12.2239842052959,C5,1
2008,6,23,29,1,3,3,1,43,1,6.00172638722413,A7,4
2008,4,4,29,2,2,5,1,62,1,19.8299059284981,B14,14
2008,4,7,29,4,6,4,2,48,5,18.5200045809226,P82,8
2008,6,23,29,1,1,5,1,38,2,7.42383066873646,A33,2
2008,7,11,29,2,2,4,1,67,1,2.86854137912518,B10,1
2008,4,8,29,1,4,2,2,38,3,10.1468327852316,A40,3
2008,5,5,29,3,14,6,1,48,1,9.56069908275392,C17,2
2008,5,12,29,3,2,4,1,48,3,9.54719718639654,C46,2
2008,6,23,9,2,4,1,1,57,1,4.24432102163967,B1,3
2008,5,20,29,4,14,1,1,43,3,7.66028993765384,P39,5
2008,4,22,29,1,3,2,2,38,1,2.40865155346473,A4,1
2008,6,3,29,3,14,4,1,43,1,8.86750158595332,C12,3
2008,8,2,29,2,2,2,1,67,2,23.5778182347669,B22,19
2008,6,27,29,4,7,6,1,33,1,12.7548834940476,P16,1
2008,7,28,29,1,8,1,1,28,1,19.2071423665638,A1,31
2008,4,15,9,2,12,5,2,62,1,5.25924015373523,B13,1
2008,7,13,29,2,10,2,1,52,1,10.3632949093617,B4,8
2008,5,2,29,4,7,6,1,33,1,6.9626674436748,P16,1
2008,6,9,29,3,13,1,1,38,3,8.87823583200139,C38,3
2008,5,8,29,2,9,5,1,38,1,9.54114836949884,B15,1
2008,5,31,29,3,12,1,1,43,1,7.51450412547737,C2,2
2008,6,14,29,3,12,1,1,48,2,7.69034657464573,C19,2
2008,4,18,29,4,4,2,1,38,1,7.69073678691865,P4,5
2008,5,21,29,2,13,1,1,38,2,8.62854067776862,B19,1
2008,5,16,29,1,1,1,1,62,2,11.9143815035735,A21,4
2008,4,12,29,1,3,4,1,62,1,3.12864909713469,A11,2
2008,4,9,29,1,6,5,2,62,2,12.8421456503317,A31,9
2008,4,16,29,3,6,5,1,20,3,13.953770936923,C51,2
